region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
World,Historical,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",4000.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",4000.0,_World
India,Historical,EV charging points,EV,Publicly available fast,2021,charging points,4000.0,Other
Norway,Historical,EV charging points,EV,Publicly available fast,2019,charging points,4000.0,Other
Poland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,4000.0,Other
Portugal,Historical,EV charging points,EV,Publicly available slow,2022,charging points,4000.0,Other
Rest of the world,Historical,EV charging points,EV,Publicly available fast,2024,charging points,4000.0,Other
Viet Nam,Historical,EV charging points,EV,Publicly available fast,2024,charging points,4000.0,Other
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,4000.0,Other
Ireland,Historical,EV sales,Cars,BEV,2020,Vehicles,4000.0,Other
Africa,Historical,EV stock,Cars,BEV,2022,Vehicles,3900.0,Aggregate_sales_stock
Australia,Historical,EV stock,Cars,PHEV,2017,Vehicles,3900.0,Other
Austria,Historical,EV stock,Cars,PHEV,2017,Vehicles,3900.0,Other
Belgium,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,3900.0,Other
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3900.0,Other
Denmark,Historical,EV sales,Cars,PHEV,2019,Vehicles,3900.0,Other
Europe,Historical,EV sales,Buses,BEV,2021,Vehicles,3900.0,Aggregate_sales_stock
Germany,Historical,EV stock,Cars,BEV,2012,Vehicles,3900.0,Other
Israel,Historical,EV sales,Cars,PHEV,2019,Vehicles,3900.0,Other
Italy,Historical,EV stock,Vans,BEV,2018,Vehicles,3900.0,Other
New Zealand,Historical,EV sales,Cars,BEV,2020,Vehicles,3900.0,Other
North America,Historical,EV stock,Buses,BEV,2022,Vehicles,3900.0,Aggregate_sales_stock
Norway,Historical,EV sales,Cars,BEV,2012,Vehicles,3900.0,Other
Norway,Historical,EV stock,Cars,BEV,2011,Vehicles,3900.0,Other
Portugal,Historical,EV sales,Cars,PHEV,2018,Vehicles,3900.0,Other
Rest of the world,Historical,EV stock,Buses,BEV,2015,Vehicles,3900.0,Other
Russia,Historical,EV stock,Cars,BEV,2022,Vehicles,3900.0,Other
Spain,Historical,EV sales,Cars,BEV,2017,Vehicles,3900.0,Other
Sweden,Historical,EV stock,Vans,BEV,2019,Vehicles,3900.0,Other
Switzerland,Historical,EV sales,Vans,BEV,2023,Vehicles,3900.0,Other
United Kingdom,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,3900.0,Other
Europe,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,3900.0,Aggregate_sales_stock
China,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",3900.0,Other
World,Historical,"Oil displacement, million lge",Vans,EV,2024,"Oil displacement, million lge",3900.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2024,"Oil displacement, million lge",3900.0,_World
Australia,Historical,EV charging points,EV,Publicly available fast,2024,charging points,3900.0,Other
Canada,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3900.0,Other
Finland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,3900.0,Other
USA,Historical,EV charging points,EV,Publicly available slow,2011,charging points,3900.0,Other
Czech Republic,Historical,EV sales,Cars,BEV,2022,Vehicles,3900.0,Other
Asia Pacific,Historical,EV stock,Cars,FCEV,2018,Vehicles,3800.0,Aggregate_sales_stock
Austria,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,3800.0,Other
Austria,Historical,EV sales,Cars,BEV,2016,Vehicles,3800.0,Other
Belgium,Historical,EV stock,Cars,PHEV,2015,Vehicles,3800.0,Other
Brazil,Historical,EV stock,Vans,BEV,2024,Vehicles,3800.0,Other
Brazil,Historical,EV stock,Cars,PHEV,2020,Vehicles,3800.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,3800.0,Other
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,3800.0,Other
EU27,Historical,EV stock,Buses,BEV,2019,Vehicles,3800.0,EU27
France,Historical,EV stock,Trucks,BEV,2023,Vehicles,3800.0,Other
Germany,Historical,EV stock,Vans,BEV,2015,Vehicles,3800.0,Other
Indonesia,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,3800.0,Other
Indonesia,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,3800.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3800.0,Other
Israel,Historical,EV stock,Cars,BEV,2020,Vehicles,3800.0,Other
North America,Historical,EV stock,Cars,BEV,2010,Vehicles,3800.0,Aggregate_sales_stock
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3800.0,Other
Poland,Historical,EV stock,Cars,PHEV,2019,Vehicles,3800.0,Other
Sweden,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3800.0,Other
USA,Historical,EV stock,Cars,BEV,2010,Vehicles,3800.0,Other
World,Historical,EV stock,Vans,PHEV,2018,Vehicles,3800.0,_World
Rest of the world,Projection-STEPS,EV sales,Trucks,BEV,2024,Vehicles,3800.0,Other
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2022,"Oil displacement, million lge",3800.0,Other
China,Projection-STEPS,"Oil displacement, million lge",2 and 3 wheelers,EV,2022,"Oil displacement, million lge",3800.0,Other
Europe,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",3800.0,Aggregate_sales_stock
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",3800.0,Aggregate_sales_stock
World,Historical,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",3800.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",3800.0,_World
Portugal,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3800.0,Other
Portugal,Historical,EV charging points,EV,Publicly available fast,2024,charging points,3800.0,Other
USA,Historical,EV charging points,EV,Publicly available fast,2016,charging points,3800.0,Other
Luxembourg,Historical,EV sales,Cars,PHEV,2022,Vehicles,3800.0,Other
Luxembourg,Historical,EV sales,Cars,PHEV,2024,Vehicles,3800.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3700.0,Other
Germany,Historical,EV stock,Buses,BEV,2024,Vehicles,3700.0,Other
India,Historical,EV stock,Vans,BEV,2019,Vehicles,3700.0,Other
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3700.0,Other
North America,Historical,EV sales,Buses,BEV,2023,Vehicles,3700.0,Aggregate_sales_stock
Poland,Historical,EV sales,Cars,BEV,2020,Vehicles,3700.0,Other
Poland,Historical,EV stock,Cars,BEV,2018,Vehicles,3700.0,Other
Sweden,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3700.0,Other
Switzerland,Historical,EV stock,Vans,BEV,2021,Vehicles,3700.0,Other
USA,Historical,EV stock,Buses,BEV,2022,Vehicles,3700.0,Other
United Kingdom,Historical,EV stock,Vans,BEV,2010,Vehicles,3700.0,Other
United Kingdom,Historical,EV stock,Vans,BEV,2012,Vehicles,3700.0,Other
USA,Projection-STEPS,EV stock,Buses,BEV,2022,Vehicles,3700.0,Other
World,Historical,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",3700.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",3700.0,_World
Austria,Historical,EV charging points,EV,Publicly available slow,2019,charging points,3700.0,Other
Norway,Historical,EV charging points,EV,Publicly available slow,2012,charging points,3700.0,Other
World,Historical,EV charging points,EV,Publicly available slow,2010,charging points,3700.0,_World
Czech Republic,Historical,EV sales,Cars,PHEV,2021,Vehicles,3700.0,Other
Austria,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3600.0,Other
Belgium,Historical,EV sales,Cars,BEV,2018,Vehicles,3600.0,Other
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,3600.0,Other
Colombia,Historical,EV sales,Cars,BEV,2023,Vehicles,3600.0,Other
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,3600.0,Other
EU27,Historical,EV sales,Buses,BEV,2022,Vehicles,3600.0,EU27
Europe,Historical,EV stock,Cars,FCEV,2021,Vehicles,3600.0,Aggregate_sales_stock
Europe,Historical,EV sales,Trucks,BEV,2022,Vehicles,3600.0,Aggregate_sales_stock
France,Historical,EV stock,Cars,PHEV,2014,Vehicles,3600.0,Other
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,3600.0,Other
Israel,Historical,EV sales,Cars,PHEV,2018,Vehicles,3600.0,Other
Japan,Historical,EV stock,Cars,FCEV,2019,Vehicles,3600.0,Other
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,3600.0,Other
Middle East and Caspian,Historical,EV sales,Cars,BEV,2022,Vehicles,3600.0,Aggregate_sales_stock
Netherlands,Historical,EV sales,Cars,PHEV,2018,Vehicles,3600.0,Other
North America,Historical,EV stock,Vans,BEV,2014,Vehicles,3600.0,Aggregate_sales_stock
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3600.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3600.0,Other
Switzerland,Historical,EV sales,Cars,PHEV,2017,Vehicles,3600.0,Other
Turkiye,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,3600.0,Other
USA,Historical,EV sales,Buses,BEV,2023,Vehicles,3600.0,Other
USA,Historical,EV stock,Vans,BEV,2014,Vehicles,3600.0,Other
United Kingdom,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3600.0,Other
United Kingdom,Historical,EV stock,Vans,BEV,2011,Vehicles,3600.0,Other
United Kingdom,Historical,EV stock,Vans,BEV,2013,Vehicles,3600.0,Other
World,Historical,EV sales,Trucks,FCEV,2023,Vehicles,3600.0,_World
Europe,Projection-STEPS,EV stock,Cars,FCEV,2021,Vehicles,3600.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV sales,Trucks,BEV,2022,Vehicles,3600.0,Aggregate_sales_stock
USA,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,3600.0,Other
World,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,3600.0,_World
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",3600.0,Other
Austria,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3600.0,Other
Czech Republic,Historical,EV sales,Cars,PHEV,2022,Vehicles,3600.0,Other
Asia Pacific,Historical,EV sales,Cars,FCEV,2024,Vehicles,3500.0,Aggregate_sales_stock
Austria,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3500.0,Other
Belgium,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3500.0,Other
Brazil,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3500.0,Other
Central and South America,Historical,EV stock,Cars,PHEV,2019,Vehicles,3500.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3500.0,Other
Europe,Historical,EV sales,Vans,PHEV,2021,Vehicles,3500.0,Aggregate_sales_stock
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3500.0,Other
Iceland,Historical,EV stock,Cars,BEV,2019,Vehicles,3500.0,Other
Japan,Historical,EV stock,Cars,BEV,2010,Vehicles,3500.0,Other
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3500.0,Other
Mexico,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500.0,Other
New Zealand,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500.0,Other
North America,Historical,EV stock,Cars,FCEV,2017,Vehicles,3500.0,Aggregate_sales_stock
Norway,Historical,EV sales,Cars,PHEV,2024,Vehicles,3500.0,Other
Russia,Historical,EV stock,Cars,PHEV,2021,Vehicles,3500.0,Other
Russia,Historical,EV stock,Cars,PHEV,2022,Vehicles,3500.0,Other
Spain,Historical,EV sales,Vans,BEV,2022,Vehicles,3500.0,Other
Spain,Historical,EV sales,Cars,PHEV,2017,Vehicles,3500.0,Other
Sweden,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3500.0,Other
USA,Historical,EV stock,Cars,FCEV,2017,Vehicles,3500.0,Other
United Kingdom,Historical,EV sales,Vans,BEV,2019,Vehicles,3500.0,Other
World,Historical,EV sales,Cars,FCEV,2017,Vehicles,3500.0,_World
Europe,Projection-STEPS,EV sales,Vans,PHEV,2021,Vehicles,3500.0,Aggregate_sales_stock
Rest of the world,Projection-STEPS,EV sales,Cars,FCEV,2024,Vehicles,3500.0,Other
World,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",3500.0,_World
Rest of the world,Historical,EV charging points,EV,Publicly available slow,2021,charging points,3500.0,Other
Switzerland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3500.0,Other
Switzerland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,3500.0,Other
USA,Historical,EV charging points,EV,Publicly available fast,2015,charging points,3500.0,Other
Asia Pacific,Historical,EV sales,Trucks,FCEV,2023,Vehicles,3400.0,Aggregate_sales_stock
Australia,Historical,EV stock,Cars,BEV,2017,Vehicles,3400.0,Other
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400.0,Other
Austria,Historical,EV stock,Cars,BEV,2014,Vehicles,3400.0,Other
Belgium,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3400.0,Other
Central and South America,Historical,EV stock,Cars,BEV,2019,Vehicles,3400.0,Other
China,Historical,EV sales,Trucks,FCEV,2023,Vehicles,3400.0,Other
France,Historical,EV sales,Vans,BEV,2012,Vehicles,3400.0,Other
Germany,Historical,EV sales,Trucks,BEV,2024,Vehicles,3400.0,Other
India,Historical,EV stock,Cars,BEV,2014,Vehicles,3400.0,Other
Middle East and Caspian,Historical,EV sales,Cars,BEV,2021,Vehicles,3400.0,Aggregate_sales_stock
Netherlands,Historical,EV sales,Cars,BEV,2015,Vehicles,3400.0,Other
New Zealand,Historical,EV sales,Cars,PHEV,2024,Vehicles,3400.0,Other
North America,Historical,EV stock,Trucks,BEV,2023,Vehicles,3400.0,Aggregate_sales_stock
Rest of the world,Historical,EV sales,Cars,PHEV,2017,Vehicles,3400.0,Other
Sweden,Historical,EV sales,Cars,PHEV,2014,Vehicles,3400.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3400.0,Other
China,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,3400.0,Other
China,Historical,"Oil displacement, million lge",Buses,EV,2024,"Oil displacement, million lge",3400.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2024,"Oil displacement, million lge",3400.0,Other
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",3400.0,_World
World,Projection-STEPS,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",3400.0,_World
World,Historical,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",3400.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",3400.0,_World
Canada,Historical,EV charging points,EV,Publicly available slow,2015,charging points,3400.0,Other
Sweden,Historical,EV charging points,EV,Publicly available slow,2017,charging points,3400.0,Other
Switzerland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,3400.0,Other
Ireland,Historical,EV sales,Cars,BEV,2019,Vehicles,3400.0,Other
Asia Pacific,Historical,EV stock,Buses,FCEV,2020,Vehicles,3300.0,Aggregate_sales_stock
Belgium,Historical,EV stock,Cars,BEV,2015,Vehicles,3300.0,Other
China,Historical,EV stock,Buses,FCEV,2020,Vehicles,3300.0,Other
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3300.0,Other
Europe,Historical,EV sales,Vans,PHEV,2022,Vehicles,3300.0,Aggregate_sales_stock
Greece,Historical,EV stock,Cars,BEV,2021,Vehicles,3300.0,Other
Japan,Historical,EV stock,Vans,BEV,2012,Vehicles,3300.0,Other
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,3300.0,Other
Portugal,Historical,EV stock,Vans,BEV,2022,Vehicles,3300.0,Other
South Africa,Historical,EV stock,Cars,BEV,2024,Vehicles,3300.0,Other
Switzerland,Historical,EV sales,Cars,BEV,2015,Vehicles,3300.0,Other
Switzerland,Historical,EV sales,Cars,BEV,2016,Vehicles,3300.0,Other
World,Historical,EV stock,Vans,FCEV,2023,Vehicles,3300.0,_World
China,Projection-STEPS,EV stock,Buses,FCEV,2020,Vehicles,3300.0,Other
Europe,Projection-STEPS,EV sales,Vans,PHEV,2022,Vehicles,3300.0,Aggregate_sales_stock
World,Projection-STEPS,EV stock,Vans,FCEV,2023,Vehicles,3300.0,_World
China,Historical,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",3300.0,Other
China,Historical,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",3300.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",3300.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",3300.0,Other
Europe,Historical,EV charging points,EV,Publicly available fast,2015,charging points,3300.0,Aggregate_sales_stock
France,Historical,EV charging points,EV,Publicly available fast,2020,charging points,3300.0,Other
Rest of the world,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3300.0,Other
Spain,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3300.0,Other
Viet Nam,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3300.0,Other
Czech Republic,Historical,EV sales,Cars,BEV,2020,Vehicles,3300.0,Other
Asia Pacific,Historical,EV sales,Vans,BEV,2012,Vehicles,3200.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,Aggregate_sales_stock
Central and South America,Historical,EV sales,Vans,BEV,2024,Vehicles,3200.0,Other
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3200.0,Other
China,Historical,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,Other
Denmark,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3200.0,Other
Europe,Historical,EV stock,Vans,PHEV,2018,Vehicles,3200.0,Aggregate_sales_stock
Finland,Historical,EV stock,Vans,BEV,2023,Vehicles,3200.0,Other
France,Historical,EV stock,Vans,BEV,2011,Vehicles,3200.0,Other
France,Historical,EV sales,Trucks,BEV,2023,Vehicles,3200.0,Other
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3200.0,Other
India,Historical,EV sales,Buses,BEV,2024,Vehicles,3200.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3200.0,Other
Italy,Historical,EV stock,Vans,BEV,2017,Vehicles,3200.0,Other
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3200.0,Other
Middle East and Caspian,Historical,EV stock,Cars,PHEV,2019,Vehicles,3200.0,Aggregate_sales_stock
Netherlands,Historical,EV stock,Vans,BEV,2018,Vehicles,3200.0,Other
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3200.0,Other
Rest of the world,Historical,EV stock,Vans,BEV,2020,Vehicles,3200.0,Other
Russia,Historical,EV stock,Cars,BEV,2021,Vehicles,3200.0,Other
Switzerland,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3200.0,Other
Switzerland,Historical,EV stock,Cars,PHEV,2015,Vehicles,3200.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,3200.0,Other
World,Historical,EV sales,Vans,BEV,2011,Vehicles,3200.0,_World
World,Historical,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,_World
China,Projection-STEPS,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,Other
India,Projection-STEPS,EV sales,Buses,BEV,2024,Vehicles,3200.0,Other
Rest of the world,Projection-STEPS,EV sales,Vans,PHEV,2022,Vehicles,3200.0,Other
World,Projection-STEPS,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,_World
China,Historical,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",3200.0,Other
China,Historical,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",3200.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",3200.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",3200.0,Other
World,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",3200.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",3200.0,_World
Europe,Historical,EV charging points,EV,Publicly available slow,2010,charging points,3200.0,Aggregate_sales_stock
Germany,Historical,EV charging points,EV,Publicly available fast,2019,charging points,3200.0,Other
Russia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,3200.0,Other
Africa,Historical,EV sales,Cars,BEV,2023,Vehicles,3100.0,Aggregate_sales_stock
Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,3100.0,Other
Canada,Historical,EV sales,Vans,PHEV,2022,Vehicles,3100.0,Other
Canada,Historical,EV stock,Cars,PHEV,2013,Vehicles,3100.0,Other
Central and South America,Historical,EV stock,Vans,BEV,2023,Vehicles,3100.0,Other
Denmark,Historical,EV sales,Cars,PHEV,2018,Vehicles,3100.0,Other
EU27,Historical,EV sales,Buses,BEV,2021,Vehicles,3100.0,EU27
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,3100.0,Other
India,Historical,EV sales,Cars,BEV,2020,Vehicles,3100.0,Other
Italy,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,3100.0,Other
Italy,Historical,EV sales,Vans,BEV,2021,Vehicles,3100.0,Other
Italy,Historical,EV stock,Cars,BEV,2014,Vehicles,3100.0,Other
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3100.0,Other
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3100.0,Other
Mexico,Historical,EV stock,Cars,BEV,2020,Vehicles,3100.0,Other
Mexico,Historical,EV stock,Cars,PHEV,2018,Vehicles,3100.0,Other
Middle East and Caspian,Historical,EV stock,Cars,BEV,2020,Vehicles,3100.0,Aggregate_sales_stock
Netherlands,Historical,EV sales,Vans,BEV,2021,Vehicles,3100.0,Other
North America,Historical,EV sales,Cars,FCEV,2021,Vehicles,3100.0,Aggregate_sales_stock
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3100.0,Other
Poland,Historical,EV stock,Vans,BEV,2022,Vehicles,3100.0,Other
Poland,Historical,EV stock,Cars,BEV,2017,Vehicles,3100.0,Other
Rest of the world,Historical,EV stock,Buses,BEV,2022,Vehicles,3100.0,Other
Rest of the world,Historical,EV stock,Cars,BEV,2011,Vehicles,3100.0,Other
Korea,Historical,EV stock,Buses,BEV,2021,Vehicles,3100.0,Other
Korea,Historical,EV sales,Cars,BEV,2015,Vehicles,3100.0,Other
Spain,Historical,EV stock,Cars,BEV,2014,Vehicles,3100.0,Other
Sweden,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3100.0,Other
USA,Historical,EV sales,Cars,FCEV,2021,Vehicles,3100.0,Other
United Kingdom,Historical,EV stock,Buses,BEV,2023,Vehicles,3100.0,Other
World,Historical,EV stock,Cars,FCEV,2016,Vehicles,3100.0,_World
India,Projection-STEPS,EV sales,Cars,BEV,2020,Vehicles,3100.0,Other
USA,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,3100.0,Other
China,Projection-STEPS,Electricity demand,Vans,EV,2024,GWh,3100.0,Other
Finland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,3100.0,Other
Norway,Historical,EV charging points,EV,Publicly available slow,2011,charging points,3100.0,Other
Russia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,3100.0,Other
Turkiye,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3100.0,Other
Slovenia,Historical,EV sales,Cars,BEV,2024,Vehicles,3100.0,Other
Belgium,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,3000.0,Other
Central and South America,Historical,EV stock,Buses,BEV,2022,Vehicles,3000.0,Other
Colombia,Historical,EV stock,Cars,PHEV,2021,Vehicles,3000.0,Other
EU27,Historical,EV sales,Vans,PHEV,2024,Vehicles,3000.0,EU27
EU27,Historical,EV stock,Cars,FCEV,2021,Vehicles,3000.0,EU27
Germany,Historical,EV stock,Cars,PHEV,2013,Vehicles,3000.0,Other
India,Historical,EV stock,Buses,BEV,2020,Vehicles,3000.0,Other
Italy,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,3000.0,Other
Mexico,Historical,EV sales,Cars,BEV,2021,Vehicles,3000.0,Other
North America,Historical,EV sales,Cars,FCEV,2023,Vehicles,3000.0,Aggregate_sales_stock
Spain,Historical,EV stock,Vans,BEV,2017,Vehicles,3000.0,Other
Sweden,Historical,EV sales,Cars,BEV,2015,Vehicles,3000.0,Other
Turkiye,Historical,EV sales,Cars,BEV,2021,Vehicles,3000.0,Other
USA,Historical,EV sales,Cars,FCEV,2023,Vehicles,3000.0,Other
United Kingdom,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3000.0,Other
India,Projection-STEPS,EV stock,Buses,BEV,2020,Vehicles,3000.0,Other
USA,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,3000.0,Other
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",3000.0,Other
China,Projection-STEPS,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",3000.0,Other
Rest of the world,Historical,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",3000.0,Other
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",3000.0,Other
Europe,Projection-STEPS,EV stock,Buses,PHEV,2030,Vehicles,3000.0,Aggregate_sales_stock
India,Projection-STEPS,EV sales,Vans,PHEV,2030,Vehicles,3000.0,Other
Brazil,Historical,EV charging points,EV,Publicly available slow,2022,charging points,3000.0,Other
Canada,Historical,EV charging points,EV,Publicly available fast,2021,charging points,3000.0,Other
Denmark,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3000.0,Other
Poland,Historical,EV charging points,EV,Publicly available fast,2024,charging points,3000.0,Other
Hungary,Historical,EV sales,Cars,BEV,2020,Vehicles,3000.0,Other
Hungary,Historical,EV sales,Cars,PHEV,2020,Vehicles,3000.0,Other
Slovakia,Historical,EV sales,Cars,PHEV,2023,Vehicles,3000.0,Other
Australia,Historical,EV sales,Cars,PHEV,2019,Vehicles,2900.0,Other
Brazil,Historical,EV sales,Cars,BEV,2021,Vehicles,2900.0,Other
Denmark,Historical,EV sales,Vans,BEV,2023,Vehicles,2900.0,Other
Denmark,Historical,EV stock,Cars,BEV,2014,Vehicles,2900.0,Other
EU27,Historical,EV stock,Vans,BEV,2010,Vehicles,2900.0,EU27
Europe,Historical,EV stock,Buses,BEV,2018,Vehicles,2900.0,Aggregate_sales_stock
France,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,2900.0,Other
